"","ttext","date","isretweet","retweetcount","favoritecount","score","delivery","location","duplicate"
"40","RT Haryana_YC: BJP continues to humiliate the family of the Hathras victim. They are now forced to undergo narco analysis!!

This is unfor","2020-10-03 10:23:28","TRUE","12","0","-1","swiggy","mumbai",FALSE
"41","RT INCIndia: Was BJP's 'Beti Bachao' a slogan or a threat?!

BapuKaBharatBachao ","2020-10-03 10:23:28","TRUE","894","0","0","swiggy","mumbai",FALSE
"42","RT kabirazad2017: ANI There is no limit to the depths to which this woman and her BJP leaders will not fall to save rapists. ","2020-10-03 10:22:59","TRUE","14","0","-3","swiggy","mumbai",TRUE
"43","RT DilipMandal_FC: BJP failed to protect India

BJP failed to protect Economy

BJP Failed to Protect Dalits

BJP Failed to protect Wom","2020-10-03 10:22:56","TRUE","21","0","0","swiggy","mumbai",FALSE
"44","Kumkum26 ABPNews BJP leaders are point-blank, it seems they also involved in killing India's daughter. Shame on these vultures.","2020-10-03 10:22:47","FALSE","0","0","-2","swiggy","mumbai",FALSE
"45","RT DeshmaneAkshay: This  is the kind of security deployment for a politician the BJP likes to dismiss as 'pappu'. 

Question: Why is the","2020-10-03 10:22:46","TRUE","16","0","1","swiggy","mumbai",TRUE
"46","arnabofficial9 Now no votes for bjp..kya difference BJP aur Congress me ...subhramanyam swamy has mislead us...... ","2020-10-03 10:22:40","FALSE","1","0","-2","swiggy","mumbai",FALSE
"47","Politics is to serve the people, Now people used to serve the political.  Worst phase in democracy 
Hathras ","2020-10-03 10:22:30","FALSE","0","1","-1","swiggy","mumbai",FALSE
"48","RT abhisar_sharma: How the BJP and it's propaganda cell has crossed all limits of decency in the Hathras  case. The injustice to a family","2020-10-03 10:22:26","TRUE","130","0","-2","swiggy","mumbai",TRUE
"49","RT abhisar_sharma: How the BJP and it's propaganda cell has crossed all limits of decency in the Hathras  case. The injustice to a family","2020-10-03 10:22:17","TRUE","130","0","-2","swiggy","mumbai",TRUE
"50","RT DeepikaBhardwaj: Saket Gokhale has moved Allahabad High Court against UP Govt order to conduct Narco Analysis Test on girls family

Sai","2020-10-03 10:22:02","TRUE","243","0","0","swiggy","mumbai",FALSE
"51","RT iAnkurSingh: Did rahulkanwal ask about rule of law when Congress leaked fake call recording agnst BJP? Then his channel happily played","2020-10-03 10:21:48","TRUE","1836","0","0","swiggy","mumbai",FALSE
"52","RT MODIfiedVikas: Truth in Hathras is completely different from what media is showing. They are stooping so low just to attack BJP.
In or","2020-10-03 10:21:47","TRUE","1447","0","-1","swiggy","mumbai",TRUE
"53","RT abhisar_sharma: How the BJP and it's propaganda cell has crossed all limits of decency in the Hathras  case. The injustice to a family","2020-10-03 10:21:47","TRUE","130","0","-2","swiggy","mumbai",TRUE
"54","RT DeepikaBhardwaj: This is the most shocking U Turn in Hathras case. Manju Diler, daughter of BJP MP from there now says names were adde","2020-10-03 10:21:37","TRUE","19","0","-1","swiggy","mumbai",FALSE
"55","RT abhisar_sharma: How the BJP and it's propaganda cell has crossed all limits of decency in the Hathras  case. The injustice to a family","2020-10-03 10:21:34","TRUE","130","0","-2","swiggy","mumbai",TRUE
"56","RT iAnkurSingh: Rajasthan: Why are journalists not seeking call recording of BJP leaders?

UP- Why's phone call being recorded, UP Govt is","2020-10-03 10:21:32","TRUE","1230","0","0","swiggy","mumbai",TRUE
"57","RT DeshmaneAkshay: This  is the kind of security deployment for a politician the BJP likes to dismiss as 'pappu'. 

Question: Why is the","2020-10-03 10:21:26","TRUE","16","0","1","swiggy","mumbai",TRUE
"58","RT ThePrintIndia: BJP IT cell head Amit Malviya tweets video of Hathras victim, experts say it violates IPC

ThePrint's Angana Chakrabarti","2020-10-03 10:21:14","TRUE","23","0","0","swiggy","mumbai",TRUE
"59","RT swati_gs: There are many other horrific details I have tried documenting in my report. Local SHO behaved badly with family (now suspend","2020-10-03 10:21:12","TRUE","1563","0","-2","swiggy","mumbai",FALSE
"60","RT DeshmaneAkshay: This  is the kind of security deployment for a politician the BJP likes to dismiss as 'pappu'. 

Question: Why is the","2020-10-03 10:21:11","TRUE","16","0","1","swiggy","mumbai",TRUE
"61","RT subindennis: Condemn the arrest of CPI(M) IT Front Local Committee (LC) Secretary Sooraj Nidyanga (SNidiyanga) and LC member Ullas C!","2020-10-03 10:21:11","TRUE","12","0","-1","swiggy","mumbai",FALSE
"62","RT iAnkurSingh: Rajasthan: Why are journalists not seeking call recording of BJP leaders?

UP- Why's phone call being recorded, UP Govt is","2020-10-03 10:21:10","TRUE","1230","0","0","swiggy","mumbai",TRUE
"63","RT dhruv_sharma8: Hats off to brajeshlive sir for fearlessly showing mirror to BJP MLA. ","2020-10-03 10:21:08","TRUE","1285","0","1","swiggy","mumbai",TRUE
"64","RT DeshmaneAkshay: This  is the kind of security deployment for a politician the BJP likes to dismiss as 'pappu'. 

Question: Why is the","2020-10-03 10:20:57","TRUE","16","0","1","swiggy","mumbai",TRUE
"65","RT dhruv_sharma8: Hats off to brajeshlive sir for fearlessly showing mirror to BJP MLA. ","2020-10-03 10:20:57","TRUE","1285","0","1","swiggy","mumbai",TRUE
"66","RT salman7khurshid: The BJP complains that Congress is doing politics. But what else can one do in democratic action. Complain if the poli","2020-10-03 10:20:41","TRUE","138","0","-2","swiggy","mumbai",TRUE
"67","RT subindennis: Condemn the arrest of CPI(M) IT Front Local Committee (LC) Secretary Sooraj Nidyanga (SNidiyanga) and LC member Ullas C!","2020-10-03 10:20:40","TRUE","12","0","-1","swiggy","mumbai",TRUE
"68","RT Haryana_YC: BJP continues to humiliate the family of the Hathras victim. They are now forced to undergo narco analysis!!

This is unfor","2020-10-03 10:20:40","TRUE","12","0","-1","swiggy","mumbai",TRUE
"69","Mr Arnab Goswami, BJP IT cell false fake propaganda failed

Now 9PM SSR circus must end now

Focus on Dalit girl ga ","2020-10-03 10:20:35","FALSE","0","1","-3","swiggy","mumbai",FALSE
"70","RT Zebaism: Ive covered the Unnao story closely. There are parallels that can be drawn with Hathras.

Just pointing out that Court convic","2020-10-03 10:20:23","TRUE","105","0","0","swiggy","mumbai",TRUE
"71","RT salman7khurshid: The BJP complains that Congress is doing politics. But what else can one do in democratic action. Complain if the poli","2020-10-03 10:20:20","TRUE","138","0","-2","swiggy","mumbai",TRUE
"72","RT MNageswarRaoIPS: I'm quite new on Twitter.
I've been observing some weird pattern.
In the last about 7 days twitterindia is culling my","2020-10-03 10:20:17","TRUE","834","0","-1","swiggy","mumbai",TRUE
"73","RT NarundarM: BJP IT Cell is targeting News Channels, Reporters, NGOs, Opposition, Bollywood.

BJP IT Cell is not targeting Rap!sts.","2020-10-03 10:20:14","TRUE","187","0","-1","swiggy","mumbai",TRUE
"74","RT dhruv_sharma8: Hats off to brajeshlive sir for fearlessly showing mirror to BJP MLA. ","2020-10-03 10:19:57","TRUE","1285","0","1","swiggy","mumbai",TRUE
"75","RT salman7khurshid: The BJP complains that Congress is doing politics. But what else can one do in democratic action. Complain if the poli","2020-10-03 10:19:55","TRUE","138","0","-2","swiggy","mumbai",TRUE
"76","RT MODIfiedVikas: Truth in Hathras is completely different from what media is showing. They are stooping so low just to attack BJP.
In or","2020-10-03 10:19:49","TRUE","1447","0","-1","swiggy","mumbai",TRUE
"77","RT salman7khurshid: The BJP complains that Congress is doing politics. But what else can one do in democratic action. Complain if the poli","2020-10-03 10:19:46","TRUE","138","0","-2","swiggy","mumbai",TRUE
"78","RT salman7khurshid: The BJP complains that Congress is doing politics. But what else can one do in democratic action. Complain if the poli","2020-10-03 10:19:30","TRUE","138","0","-2","swiggy","mumbai",TRUE
"79","RT dhruv_sharma8: Hats off to brajeshlive sir for fearlessly showing mirror to BJP MLA. ","2020-10-03 10:19:29","TRUE","1285","0","1","swiggy","mumbai",TRUE
"80","Gandhian values relevant to address contemporary challenges: BJP National Vice President ShyamSJaju ","2020-10-03 10:19:27","FALSE","0","0","-1","swiggy","mumbai",FALSE
"81","RT DeshmaneAkshay: This  is the kind of security deployment for a politician the BJP likes to dismiss as 'pappu'. 

Question: Why is the","2020-10-03 10:19:16","TRUE","16","0","1","swiggy","mumbai",TRUE
"82","RT IammaqsoodK: RahulJiNahiRukenge

Why BJP is so afraid of RahulGandhi ? whenever he visits up to meet victims wether it was meerut muz","2020-10-03 10:19:13","TRUE","2","0","-1","swiggy","mumbai",FALSE
"83","nitin_gadkari you are the best BJP leader after Atal ji. Salute to you sir","2020-10-03 10:19:03","FALSE","0","0","2","swiggy","mumbai",FALSE
"84","RT congress_: The BJP is not checking the problems of women safety in their ruled states, rather they are busy opposing the Congress which","2020-10-03 10:18:58","TRUE","75","0","-1","swiggy","mumbai",FALSE
"85","Nher_who The movie will also say how caste based violence is not there and its just a notion in our head, the gov ","2020-10-03 10:18:53","FALSE","0","0","0","swiggy","mumbai",FALSE
"86","RT swati_gs: A reminder: BJP was in opposition when this happened in Rajasthan. All that the party leaders did was visit the family in a M","2020-10-03 10:18:47","TRUE","963","0","-1","swiggy","mumbai",TRUE
"87","RT swati_gs: A reminder: BJP was in opposition when this happened in Rajasthan. All that the party leaders did was visit the family in a M","2020-10-03 10:18:32","TRUE","963","0","-1","swiggy","mumbai",TRUE
"88","RT JaiveerShergill: In Dictatorships allowing media entry, holding press conferences  are considered exceptions &amp; tapping phones, barricad","2020-10-03 10:18:27","TRUE","141","0","0","swiggy","mumbai",FALSE
"89","RT swati_gs: A reminder: BJP was in opposition when this happened in Rajasthan. All that the party leaders did was visit the family in a M","2020-10-03 10:18:18","TRUE","963","0","-1","swiggy","mumbai",TRUE
"90","RT iAnkurSingh: Rajasthan: Why are journalists not seeking call recording of BJP leaders?

UP- Why's phone call being recorded, UP Govt is","2020-10-03 10:18:15","TRUE","1230","0","0","swiggy","mumbai",TRUE
"91","RT tufail00: BJP can't Stop My Leader RahulGandhi ji to meet Hathras Victims.
RahulJiNahiRukenge HathrasHorror ","2020-10-03 10:18:14","TRUE","1","0","0","swiggy","mumbai",FALSE
"92","RT abhisar_sharma: How the BJP and it's propaganda cell has crossed all limits of decency in the Hathras  case. The injustice to a family","2020-10-03 10:17:54","TRUE","130","0","-2","swiggy","mumbai",TRUE
"93","RT MNageswarRaoIPS: I'm quite new on Twitter.
I've been observing some weird pattern.
In the last about 7 days twitterindia is culling my","2020-10-03 10:17:43","TRUE","834","0","-1","swiggy","mumbai",TRUE
"94","RT dhruv_sharma8: Hats off to brajeshlive sir for fearlessly showing mirror to BJP MLA. ","2020-10-03 10:17:37","TRUE","1285","0","1","swiggy","mumbai",TRUE
"95","RT electionfactsin: Mr. AshokGoelBJP said that he will discharge his responsibility given to him with full dedication and the best of his","2020-10-03 10:17:36","TRUE","1","0","1","swiggy","mumbai",FALSE
"96","RT DeepikaBhardwaj: Saket Gokhale has moved Allahabad High Court against UP Govt order to conduct Narco Analysis Test on girls family

Sai","2020-10-03 10:17:26","TRUE","243","0","0","swiggy","mumbai",TRUE
"97","RT DeepikaBhardwaj: This is the most shocking U Turn in Hathras case. Manju Diler, daughter of BJP MP from there now says names were adde","2020-10-03 10:17:23","TRUE","19","0","-1","swiggy","mumbai",TRUE
"98","RT salman7khurshid: The BJP complains that Congress is doing politics. But what else can one do in democratic action. Complain if the poli","2020-10-03 10:17:20","TRUE","138","0","-2","swiggy","mumbai",TRUE
"99","RT subindennis: Condemn the arrest of CPI(M) IT Front Local Committee (LC) Secretary Sooraj Nidyanga (SNidiyanga) and LC member Ullas C!","2020-10-03 10:17:14","TRUE","12","0","-1","swiggy","mumbai",TRUE
"100","RT Subhashsk6415: SSC_GD_2018_SEAT_INCREASE
SSC_GD_WAITING_LIST
BJP
Please abhi bhi time ssc gd 2018 ki  joining de do 
PMOIndia naren","2020-10-03 10:17:07","TRUE","268","0","0","swiggy","mumbai",TRUE
"101","RT salman7khurshid: The BJP complains that Congress is doing politics. But what else can one do in democratic action. Complain if the poli","2020-10-03 10:17:02","TRUE","138","0","-2","swiggy","mumbai",TRUE
"102","RT eOrganiser: BJP leader Rajesh Kumar Jha shot dead in Bihar's Patna: ","2020-10-03 10:17:00","TRUE","28","0","-1","swiggy","mumbai",TRUE
"103","RT abhisar_sharma: How the BJP and it's propaganda cell has crossed all limits of decency in the Hathras  case. The injustice to a family","2020-10-03 10:16:51","TRUE","130","0","-2","swiggy","mumbai",TRUE
"104","Karti_key ViewsOfPankaj dhruv_rathee Why BJP shld have been arrested?if u not aware  Bjp didn't rape in Hathras ","2020-10-03 10:16:48","FALSE","0","0","-1","swiggy","mumbai",FALSE
"105","RT swati_gs: A reminder: BJP was in opposition when this happened in Rajasthan. All that the party leaders did was visit the family in a M","2020-10-03 10:16:44","TRUE","963","0","-1","swiggy","mumbai",TRUE
"106","RT NarundarM: BJP IT Cell is targeting News Channels, Reporters, NGOs, Opposition, Bollywood.

BJP IT Cell is not targeting Rap!sts.","2020-10-03 10:16:38","TRUE","187","0","-1","swiggy","mumbai",TRUE
"107","RT abhisar_sharma: How the BJP and it's propaganda cell has crossed all limits of decency in the Hathras  case. The injustice to a family","2020-10-03 10:16:38","TRUE","130","0","-2","swiggy","mumbai",TRUE
"108","RT dhruv_sharma8: Hats off to brajeshlive sir for fearlessly showing mirror to BJP MLA. ","2020-10-03 10:16:38","TRUE","1285","0","1","swiggy","mumbai",TRUE
"109","RT iAnkurSingh: Rajasthan: Why are journalists not seeking call recording of BJP leaders?

UP- Why's phone call being recorded, UP Govt is","2020-10-03 10:16:32","TRUE","1230","0","0","swiggy","mumbai",TRUE
"110","RT MODIfiedVikas: Truth in Hathras is completely different from what media is showing. They are stooping so low just to attack BJP.
In or","2020-10-03 10:16:32","TRUE","1447","0","-1","swiggy","mumbai",TRUE
"111","RT MODIfiedVikas: Truth in Hathras is completely different from what media is showing. They are stooping so low just to attack BJP.
In or","2020-10-03 10:16:25","TRUE","1447","0","-1","swiggy","mumbai",TRUE
"112","RT abhisar_sharma: How the BJP and it's propaganda cell has crossed all limits of decency in the Hathras  case. The injustice to a family","2020-10-03 10:16:22","TRUE","130","0","-2","swiggy","mumbai",TRUE
"113","chitraaum Wrong, now you are favouring BJP . What is wrong in this.","2020-10-03 10:16:17","FALSE","0","0","-2","swiggy","mumbai",FALSE
"114","RT MNageswarRaoIPS: I'm quite new on Twitter.
I've been observing some weird pattern.
In the last about 7 days twitterindia is culling my","2020-10-03 10:16:12","TRUE","834","0","-1","swiggy","mumbai",TRUE
"115","RT DeepikaBhardwaj: This is the most shocking U Turn in Hathras case. Manju Diler, daughter of BJP MP from there now says names were adde","2020-10-03 10:16:09","TRUE","19","0","-1","swiggy","mumbai",TRUE
"116","RT DeepikaBhardwaj: This is the most shocking U Turn in Hathras case. Manju Diler, daughter of BJP MP from there now says names were adde","2020-10-03 10:15:47","TRUE","19","0","-1","swiggy","mumbai",TRUE
"117","RT Chanaky54822206: i_amdinesh Swamy39 The 3rd protest comes as Sushant Singh Rajput's family &amp; supporters have expressed dissatisfactio","2020-10-03 10:15:45","TRUE","195","0","-1","swiggy","mumbai",FALSE
"118","RT salman7khurshid: The BJP complains that Congress is doing politics. But what else can one do in democratic action. Complain if the poli","2020-10-03 10:15:38","TRUE","138","0","-2","swiggy","mumbai",TRUE
"119","RT iAnkurSingh: Rajasthan: Why are journalists not seeking call recording of BJP leaders?

UP- Why's phone call being recorded, UP Govt is","2020-10-03 10:15:11","TRUE","1230","0","0","swiggy","mumbai",TRUE
"120","RT salman7khurshid: The BJP complains that Congress is doing politics. But what else can one do in democratic action. Complain if the poli","2020-10-03 10:15:04","TRUE","138","0","-2","swiggy","mumbai",TRUE
"121","ZeeNews smritiirani BJP supported rape Party.","2020-10-03 10:14:52","FALSE","0","1","0","swiggy","mumbai",FALSE
"122","RT abhisar_sharma: How the BJP and it's propaganda cell has crossed all limits of decency in the Hathras  case. The injustice to a family","2020-10-03 10:14:51","TRUE","130","0","-2","swiggy","mumbai",TRUE
"123","RT Zebaism: Ive covered the Unnao story closely. There are parallels that can be drawn with Hathras.

Just pointing out that Court convic","2020-10-03 10:14:34","TRUE","105","0","0","swiggy","mumbai",TRUE
"124","RT NarundarM: BJP IT Cell is targeting News Channels, Reporters, NGOs, Opposition, Bollywood.

BJP IT Cell is not targeting Rap!sts.","2020-10-03 10:14:23","TRUE","187","0","-1","swiggy","mumbai",TRUE
"125","RT abhisar_sharma: How the BJP and it's propaganda cell has crossed all limits of decency in the Hathras  case. The injustice to a family","2020-10-03 10:14:14","TRUE","130","0","-2","swiggy","mumbai",TRUE
"126","RT NarundarM: BJP IT Cell is targeting News Channels, Reporters, NGOs, Opposition, Bollywood.

BJP IT Cell is not targeting Rap!sts.","2020-10-03 10:14:13","TRUE","187","0","-1","swiggy","mumbai",TRUE
"127","RT abhisar_sharma: How the BJP and it's propaganda cell has crossed all limits of decency in the Hathras  case. The injustice to a family","2020-10-03 10:14:11","TRUE","130","0","-2","swiggy","mumbai",TRUE
"128","RT MODIfiedVikas: Truth in Hathras is completely different from what media is showing. They are stooping so low just to attack BJP.
In or","2020-10-03 10:14:08","TRUE","1447","0","-1","swiggy","mumbai",TRUE
"129","RT Zebaism: Ive covered the Unnao story closely. There are parallels that can be drawn with Hathras.

Just pointing out that Court convic","2020-10-03 10:13:57","TRUE","105","0","0","swiggy","mumbai",TRUE
"130","RT UrbanRangoli: If you are casting aspersions on AIIMS forensic team then you should also doubt maybe BJP struck a deal with Shiv Sena. I","2020-10-03 10:13:53","TRUE","3","0","-3","swiggy","mumbai",FALSE
"131","RT KunalNathMadha1: Oh INCIndia saying Satyagraha for our daughters. Shame on you. Go &amp; see what is happening in Rajasthan.
If BJP did no","2020-10-03 10:13:41","TRUE","1","0","-2","swiggy","mumbai",FALSE
"132","RT DeepikaBhardwaj: This is the most shocking U Turn in Hathras case. Manju Diler, daughter of BJP MP from there now says names were adde","2020-10-03 10:13:28","TRUE","19","0","-1","swiggy","mumbai",TRUE
"133","Oh INCIndia saying Satyagraha for our daughters. Shame on you. Go &amp; see what is happening in Rajasthan.
If BJP did ","2020-10-03 10:13:14","FALSE","1","0","-1","swiggy","mumbai",FALSE
"134","RT DeepikaBhardwaj: This is the most shocking U Turn in Hathras case. Manju Diler, daughter of BJP MP from there now says names were adde","2020-10-03 10:13:12","TRUE","19","0","-1","swiggy","mumbai",TRUE
"135","RT MnshaP: What an absolutely disgusting thing to do. The Delhi high court had fined 12 media houses for disclosing the name and other det","2020-10-03 10:13:07","TRUE","285","0","-1","swiggy","mumbai",FALSE
"136","RT abhisar_sharma: How the BJP and it's propaganda cell has crossed all limits of decency in the Hathras  case. The injustice to a family","2020-10-03 10:12:59","TRUE","130","0","-2","swiggy","mumbai",TRUE
"137","RT DeepikaBhardwaj: This is the most shocking U Turn in Hathras case. Manju Diler, daughter of BJP MP from there now says names were adde","2020-10-03 10:12:53","TRUE","19","0","-1","swiggy","mumbai",TRUE
"138","RT abhisar_sharma: How the BJP and it's propaganda cell has crossed all limits of decency in the Hathras  case. The injustice to a family","2020-10-03 10:12:41","TRUE","130","0","-2","swiggy","mumbai",TRUE
"139","Mr. AshokGoelBJP said that he will discharge his responsibility given to him with full dedication and the best of ","2020-10-03 10:12:33","FALSE","1","1","1","swiggy","mumbai",FALSE
"140","RT abhisar_sharma: How the BJP and it's propaganda cell has crossed all limits of decency in the Hathras  case. The injustice to a family","2020-10-03 10:12:33","TRUE","130","0","-2","swiggy","mumbai",TRUE
"141","Pradip_K_Varma Simple plan ,bjp should not be in position to establish it's cm in bihar anyhow ....","2020-10-03 10:12:31","FALSE","0","0","0","swiggy","mumbai",FALSE
"142","RT swati_gs: A reminder: BJP was in opposition when this happened in Rajasthan. All that the party leaders did was visit the family in a M","2020-10-03 10:12:28","TRUE","963","0","-1","swiggy","mumbai",TRUE
"143","SwmiParacetamol indiantweeter sardesairajdeep Mai nahi rahi my dad is from UP. It is ok. It is just that I have ","2020-10-03 10:12:17","FALSE","0","0","0","swiggy","mumbai",FALSE
"144","RT ThePrintIndia: BJP IT cell head Amit Malviya tweets video of Hathras victim, experts say it violates IPC

ThePrint's Angana Chakrabarti","2020-10-03 10:12:15","TRUE","23","0","0","swiggy","mumbai",TRUE
"145","RT salman7khurshid: The BJP complains that Congress is doing politics. But what else can one do in democratic action. Complain if the poli","2020-10-03 10:11:52","TRUE","138","0","-2","swiggy","mumbai",TRUE
